Dividendos_Pagos,2000T2,2001T2,2003T2,2003T3,2004T1,2004T2,2004T3,2005T1,2006T1,2007T1,2007T3,2007T4,2008T2,2010T2,2011T2,2011T4,2012T2,2012T3,2013T1,2013T2,2014T1,2014T2,2014T3,2015T1,2015T3,2015T4,2017T1,2019T2,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,5.9964,24.0,16.5536,24.0495,24.15,25.6893,19.4426,34.354,0.178,0.2524,0.6805,0.3712,0.1103,0.9956,2.5183,1.2463,1.4754,0.1804,0.1804,0.1238,0.2069,0.0306,0.0365,0.1542,0.0453,0.015,0.0495,0.0456,0.0216,0.0699,0.0462,0.0407,0.1473,0.0646,0.1013,0.0635,0.3842,0.0957,0.096,0.0872,0.4703,0.2291,0.0668,0.0096,0.4336,0.0427,0.0408,0.1933,0.3858,0.1098,0.0448
