Dividendos_Pagos,2011T2,2011T4,2012T2,2012T3,2012T4,2013T2,2013T3,2013T4,2014T2,2014T3,2014T4,2015T2,2015T3,2015T4,2016T2,2016T3,2016T4,2017T2,2017T3,2017T4,2018T2,2018T4,2019T1,2019T2,2019T4,2020T4,2021T2,2021T3,2021T4,2022T2,2022T3,2022T4,2023T2,2023T4,2024T3,2024T4,2025T4
Dividendos + JCP Pagos no Trimestre,0.0953,0.1065,0.197,0.0789,0.1177,0.353,0.1503,0.1177,0.3738,0.1248,0.137,0.574,0.1069,0.2024,0.4574,0.1267,0.2504,0.8363,0.9896,0.2331,0.7768,0.508,0.831,0.4202,0.3549,0.5307,0.0259,0.2987,0.6025,0.4556,0.6349,0.7452,0.8498,1.0827,0.5407,0.5751,2.4762
