especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,88542410,88542410,88587469,88637034,88682735,88735476,88836247,88836247,88836247,90954280,99631414,109796219,110186077,110989206,206489813,ON
TOTAL,88542410,88542410,88587469,88637034,88682735,88735476,88836247,88836247,88836247,90954280,99631414,109796219,110186077,110989206,206489813,TOTAL
