cd_conta,conta,2010T1,2010T2,2010T3,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,-276.000,32344.000,31055.000,5635.000,42844.000,-8034.000,2593.000,22199.000,37890.000,-3688.000,-5179.000,34432.000,12441.000,10773.000,14088.000,33882.000,8829.000,33862.000,33392.000,24187.000,13202.000,4608.000,49250.000,24170.000,29987.000,56030.000,-8478.000,53953.000,40781.000,33206.000,45947.000,30161.000,28048.000,27787.000,31840.000,42919.000,41184.000,59327.000,61452.000,5815.000,-17101.000,55967.000,175635.000,38151.000,33760.000,33154.000,136873.000,-4515.000,51157.000,55448.000,36160.000,-76640.000,790.000,115403.000,373039.000,-55735.000,34329.000,-598.000,385959.000,-104146.000,-16899.000,125136.000
6.02,Caixa Líquido Atividades de Investimento,-760.000,-5346.000,-7461.000,-176131.000,-15346.000,18606.000,4577.000,-15986.000,-52221.000,20235.000,-30292.000,-22360.000,-7906.000,11105.000,7301.000,-27766.000,38718.000,-31321.000,-27652.000,-17994.000,30887.000,-15949.000,-27351.000,-30078.000,-280.000,583.000,8817.000,-42150.000,-19539.000,89983.000,-119991.000,804.000,47545.000,-24906.000,48793.000,-72104.000,30676.000,-26913.000,-17068.000,-359898.000,55661.000,-7416.000,14371.000,152932.000,4759.000,-76612.000,-91851.000,-446224.000,-536942.000,-466774.000,942692.000,-424500.000,-458668.000,-468467.000,737646.000,97121.000,68829.000,697469.000,-338351.000,-487789.000,-241389.000,-260358.000
6.03,Caixa Líquido Atividades de Financiamento,4613.000,-21850.000,-48079.000,169301.000,-31046.000,-7604.000,2129.000,-15528.000,12917.000,-12973.000,38616.000,-15163.000,-5447.000,-18645.000,-18351.000,-8929.000,-45963.000,-8519.000,-1488.000,-9146.000,-46665.000,11643.000,-17908.000,578.000,-28352.000,-57740.000,1490.000,-8051.000,-22372.000,-125812.000,79128.000,-32852.000,-67199.000,-17172.000,-75333.000,26359.000,-69661.000,-32846.000,-38133.000,347871.000,-33191.000,-48014.000,-165215.000,-6782.000,-191492.000,24092.000,-59331.000,515620.000,529763.000,451617.000,-1134574.000,554116.000,498858.000,382426.000,-1192470.000,-61040.000,-128425.000,-614263.000,11957.000,547612.000,257807.000,133113.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-342.000,65.000,-539.000,43.000,-282.000,-570.000,-540.000,863.000,-98.000,151.000,-152.000,152.000,23.000,778.000,217.000,-189.000,16.000,-48.000,247.000,-100.000,0.000,0.000,0.000,4.000,0.000,0.000,-1212.000,-988.000,8116.000,3954.000,892.000,-11314.000,1801.000,3660.000,2511.000,-5015.000,-627.000,5836.000,6514.000,-1131.000,-876.000,-3314.000,-4108.000
6.05,Aumento (Redução) de Caixa e Equivalentes,3577.000,5148.000,-24485.000,-1195.000,-3548.000,2968.000,9299.000,-9315.000,-1414.000,3574.000,3145.000,-3091.000,-912.000,3233.000,3038.000,-2813.000,1584.000,-5978.000,4252.000,-3295.000,-2511.000,-237.000,4034.000,-5612.000,785.000,-1667.000,2692.000,3654.000,-979.000,-2775.000,5236.000,-1864.000,9172.000,-14074.000,5111.000,-2810.000,2151.000,-185.000,6151.000,-6212.000,5369.000,537.000,24795.000,184301.000,-152973.000,-20578.000,-15297.000,72997.000,47932.000,41183.000,-167036.000,54777.000,44640.000,31873.000,-86800.000,-20281.000,-19431.000,89122.000,58434.000,-45199.000,-3795.000,-6217.000
