Dividendos_Pagos,2000T4,2001T2,2001T3,2001T4,2002T2,2002T3,2002T4,2003T2,2003T3,2004T2,2004T4,2005T2,2005T3,2005T4,2006T2,2007T1,2007T3,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2013T4,2014T2,2014T3,2014T4,2015T2,2015T4,2016T2,2016T4,2017T2,2017T4,2018T2,2018T4,2019T3,2019T4,2020T2,2020T3,2020T4,2021T1,2021T3,2021T4,2022T4,2023T4,2025T1,2025T4
Dividendos + JCP Pagos no Trimestre,0.4269,0.1278,0.4269,0.1629,0.4383,0.7282,1.0986,1.0876,1.0564,0.3641,0.6407,0.7282,1.2727,1.2057,2.0317,1.9506,3.2186,5.523,3.1019,0.8976,2.7238,2.3401,1.6412,3.1224,0.8151,3.0119,2.1373,3.5658,1.6676,2.7663,2.3065,3.4738,2.9505,3.0824,3.0656,4.0171,2.6202,0.393,0.393,2.0464,1.7586,2.7794,1.3356,1.6695,1.6391,4.4366,10.2598,14.8737,1.1244,1.8967,0.4563,0.3035,2.7193,3.2042,1.0051,2.9684,2.1248,4.4082,4.7217,1.8511
