cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,503082.000,503082.000,620708.000,1132496.000,911615.500,690735.000,896533.000,1313537.000,651378.000,659424.000,806094.000,702092.000,200818.000,205340.000,288043.000,286967.000,225287.000,218374.000,353739.000,305388.000,253646.000,279041.000,457178.000,297265.000,269512.000,286978.000,6734919.000,497831.000,530591.000,895797.000,744230.000,530575.000,546607.000,580601.000,1030419.000,1027027.000,732296.000,959792.000,736826.000,876241.000,805503.000,1518071.000,1071575.000,301279.000,1088017.000,1511135.000,1497665.000,1437312.000,1360061.000,1666034.000,1192688.000,1231787.000,1570821.000,1474201.000,1482507.000,1687992.000,1978188.000,1662572.000,1805751.000,2520070.000,2412040.000,1432874.000,2558971.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-194854.000,-194854.000,-216871.000,-536545.000,-428332.000,-320119.000,-357914.000,-645376.000,-256913.000,-277612.000,-314806.000,-401233.000,-142978.000,-129493.000,-149480.000,-141983.000,-104636.000,-114016.000,-138542.000,-184424.000,-116252.000,-141311.000,-173917.000,-143846.000,-103678.000,-112255.000,-134585.000,-144455.000,-155118.000,-122327.000,-140804.000,-175029.000,-152296.000,-200471.000,-164419.000,-208060.000,-162971.000,-234744.000,-278258.000,-276204.000,-233201.000,-284979.000,-301396.000,-316412.000,-282678.000,-329981.000,-398037.000,-401767.000,-457459.000,-576248.000,-533318.000,-603921.000,-541087.000,-505857.000,-666524.000,-793173.000,-967143.000,-792469.000,-1010477.000,-1459031.000,-1246375.000,-1244342.000,-1340533.000
3.03,Resultado Bruto,308228.000,308228.000,403837.000,595951.000,483283.500,370616.000,538619.000,668161.000,394465.000,381812.000,491288.000,300859.000,57840.000,75847.000,138563.000,144984.000,120651.000,104358.000,215197.000,120964.000,137394.000,137730.000,283261.000,153419.000,165834.000,174723.000,6600334.000,353376.000,375473.000,773470.000,603426.000,355546.000,394311.000,380130.000,866000.000,818967.000,569325.000,725048.000,458568.000,600037.000,572302.000,1233092.000,770179.000,-15133.000,805339.000,1181154.000,1099628.000,1035545.000,902602.000,1089786.000,659370.000,627866.000,1029734.000,968344.000,815983.000,894819.000,1011045.000,870103.000,795274.000,1061039.000,1165665.000,188532.000,1218438.000
3.04,Despesas/Receitas Operacionais,-33020.000,-33020.000,-47897.000,-80856.000,-76942.500,-73029.000,-9625.000,-75118.000,-51650.000,-46861.000,-39367.000,7582.000,-10198.000,-39403.000,-549725.000,-27394.000,-25175.000,5052.000,-52819.000,-39912.000,-36331.000,-34788.000,50415.000,-77046.000,-17088.000,-3212.000,154093.000,-34885.000,19386.000,-3766.000,14352.000,-90566.000,-12914.000,-2613.000,67492.000,-52515.000,-5185.000,-24527.000,1586.000,16320.000,32044.000,14720.000,-46213.000,1866251.000,70993.000,135107.000,37571.000,71880.000,53684.000,126209.000,83015.000,-52220.000,160605.000,73186.000,-19672.000,19558.000,81140.000,70247.000,1174959.000,67471.000,100176.000,219434.000,61237.000
3.04.02,Despesas Gerais e Administrativas,-28450.000,-28450.000,-41231.000,-68252.000,-53540.000,-38828.000,-30767.000,-57422.000,-45038.000,-36057.000,-32807.000,-74261.000,-38017.000,-57977.000,-35698.000,-27206.000,-32808.000,-29577.000,-52088.000,-49930.000,-44673.000,-44488.000,-42141.000,-91564.000,-35983.000,-29484.000,-39035.000,-36357.000,-37036.000,-22999.000,-29773.000,-40586.000,-38508.000,-29338.000,-31726.000,-67063.000,-39404.000,-74795.000,-47222.000,-33698.000,-35134.000,-36457.000,-74359.000,-107566.000,-42497.000,8533.000,-67564.000,-122470.000,-67562.000,-59778.000,-59119.000,-106062.000,-54310.000,-58483.000,-62702.000,-75222.000,-68417.000,-71244.000,1087361.000,-1312288.000,-57922.000,-83266.000,-62648.000
3.04.05,Outras Despesas Operacionais,-7208.000,-7208.000,-7208.000,-15454.000,-25576.000,-35698.000,-7208.000,-23648.000,-7223.000,-13963.000,-7208.000,-4371250.000,-7612.000,-7475.000,-7730.000,-527293.000,-8130.000,-8205.000,-37477.000,-11160.000,-8423.000,-10565.000,-10663.000,-15086.000,-721.000,-1609.000,-1558.000,-28106.000,-689.000,-2266.000,-6637.000,-60236.000,-295.000,-1316.000,-27062.000,-21318.000,-1390.000,-6117.000,-2597.000,-3263.000,-722.000,-4435.000,-15294.000,-2138.000,-11029.000,-7406.000,-16025.000,-24031.000,-8674.000,-11357.000,-9811.000,-13741.000,-14726.000,-5317.000,-11494.000,-88445.000,-7916.000,-7320.000,-8241.000,-19881.000,-10816.000,-11158.000,-19211.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20760.000,23735.000,9255.000,10107.000,15163.000,20850.000,35881.000,19011.000,16161.000,18818.000,102618.000,23709.000,19021.000,27024.000,193318.000,28343.000,56305.000,20829.000,45858.000,1814.000,20872.000,26757.000,123664.000,29528.000,34028.000,47699.000,47936.000,50125.000,62516.000,-95475.000,32657.000,472827.000,124176.000,122379.000,112174.000,159819.000,127911.000,181872.000,144808.000,56297.000,193345.000,134389.000,51094.000,110490.000,149951.000,131157.000,67236.000,236234.000,155348.000,138835.000,109519.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,275208.000,275208.000,355940.000,515095.000,406341.000,297587.000,528994.000,593043.000,342815.000,334951.000,451921.000,308441.000,47642.000,36444.000,-411162.000,117590.000,95476.000,109410.000,162378.000,81052.000,101063.000,102942.000,333676.000,76373.000,148746.000,171511.000,6754427.000,318491.000,394859.000,769704.000,617778.000,264980.000,381397.000,377517.000,933492.000,766452.000,564140.000,700521.000,460154.000,616357.000,604346.000,1247812.000,723966.000,1851118.000,876332.000,1316261.000,1137199.000,1107425.000,956286.000,1215995.000,742385.000,575646.000,1190339.000,1041530.000,796311.000,914377.000,1092185.000,940350.000,1970233.000,1128510.000,1265841.000,407966.000,1279675.000
3.06,Resultado Financeiro,-25792.000,-25792.000,-25724.000,-304773.000,-179261.000,-53749.000,-40522.000,-106249.000,-71019.000,-68183.000,-62879.000,-9335.000,39030.000,11890.000,13343.000,7955.000,9859.000,6662.000,-933.000,-3697.000,6490.000,-4075.000,-7984.000,1097.000,-25157.000,-28898.000,-25374.000,-30500.000,-29269.000,-26436.000,21854.000,-32365.000,-35293.000,-25692.000,-49331.000,-31898.000,-54876.000,-49160.000,-34802.000,-46421.000,-49311.000,-27825.000,-54557.000,-77482.000,-115769.000,-138932.000,-160000.000,-216292.000,-230291.000,-301284.000,-125493.000,-155110.000,-233530.000,-257948.000,-149487.000,-180593.000,-252507.000,-240181.000,-206051.000,-263878.000,-351575.000,-351909.000,-293276.000
3.06.01,Receitas Financeiras,12605.000,12605.000,12359.000,22593.000,15298.500,8004.000,43158.000,84895.000,48499.000,34615.000,20908.000,72543.000,93677.000,72445.000,82913.000,55244.000,43871.000,42822.000,34896.000,32636.000,40873.000,32574.000,27545.000,38077.000,15975.000,21920.000,21598.000,17191.000,12222.000,13341.000,74265.000,23845.000,29040.000,49650.000,177196.000,96892.000,113181.000,58727.000,133788.000,133345.000,193787.000,97597.000,69752.000,10213.000,19999.000,16870.000,17575.000,33086.000,27700.000,41011.000,49872.000,50638.000,35092.000,44626.000,68331.000,74041.000,41862.000,51285.000,74530.000,116160.000,92755.000,124112.000,115418.000
