Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
ISAE3,Preço de Fechamento Ajustado,1.81,1.74,2.04,2.38,2.54,2.38,,2.28,2.96,3.22,1.97,2.25,,,,,,2.32,2.27,,2.24,2.42,2.54,2.94,3.14,3.71,4.16,4.23,4.13,4.2,4.3,4.22,4.29,5.71,5.5,11.29,13.67,18.09,18.39,19.11,15.79,17.7,18.34,21.7,23.46,24.43,25.18,25.36,28.43,25.59,25.31,24.85,23.73,27.55,26.61,32.49,30.3,31.24,28.59,27.94,30.78,29.59,30.58
ISAE4,Preço de Fechamento Ajustado,0.49,0.56,0.68,0.8,0.83,0.91,0.99,1.36,1.64,1.79,1.13,0.99,1.0,1.0,1.04,1.0,0.91,1.06,1.4,1.82,1.76,1.87,1.95,2.5,2.64,3.57,3.77,3.92,3.94,4.11,4.35,4.26,4.23,5.19,5.23,10.23,11.4,14.63,14.94,14.24,11.96,13.34,14.0,18.79,18.21,18.04,17.84,18.96,20.62,17.91,17.91,18.78,17.69,20.7,19.1,23.62,22.12,23.4,21.66,20.51,21.69,22.51,23.95
