Dividendos_Pagos,1999T2,1999T4,2001T1,2006T2,2007T2,2007T3,2007T4,2008T1,2008T3,2009T1,2009T2,2009T3,2009T4,2010T2,2010T3,2010T4,2011T2,2011T3,2011T4,2012T2,2012T3,2012T4,2013T2,2013T4,2014T1,2014T4,2015T2,2015T3,2015T4,2016T2,2016T3,2016T4,2017T2,2017T3,2019T1,2019T3,2020T1,2021T1,2021T2,2021T3,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2024T1,2024T2,2024T3,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.2506,0.2146,9.4592,3.1338,2.4537,1.2192,0.348,0.7165,1.3941,0.6972,1.7304,2.4521,0.6956,1.6021,1.96,0.6965,1.7302,2.6142,0.7376,1.3871,2.0956,0.9468,0.4796,1.7645,1.678,1.0996,3.4373,1.9,1.1904,0.7481,1.075,1.4278,1.1172,2.4355,1.4004,0.7826,0.6904,1.3346,4.7635,0.6643,0.6985,7.616,2.0579,4.6663,0.5072,2.413,4.7545,1.3168,12.4828,4.6275,2.3671,2.0753,5.2918,2.2899
