cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,82367.0,90885.0,105341.0,105700.0,92781.0,90272.0,123913.0,114285.0,98077.0,106910.0,130562.0,110723.0,104534.0,165932.0,107746.0,111555.0,112317.0,114352.0,115683.0,128474.0,129901.0,93058.0,140270.0,123095.0,118403.0,112837.0,124620.0,1950252.0,153230.0,100717.0,105410.0,115142.0,99249.0,103973.0,105909.0,115577.0,112407.0,1081430.0,85962.0,77944.0,83762.0,74373.0,87023.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-29241.0,-29925.0,-36449.0,-35227.0,-31624.0,-32880.0,-52027.0,-47154.0,-38706.0,-38777.0,-57685.0,-51629.0,-38341.0,-80217.0,-45974.0,-40403.0,-39671.0,-39857.0,-40612.0,-43121.0,-46524.0,-38610.0,-42366.0,-52228.0,-45294.0,-44026.0,-47511.0,-504317.0,-100267.0,-49476.0,-48025.0,-69226.0,-49891.0,-48230.0,-44409.0,-47412.0,-45796.0,-661312.0,-41236.0,-36128.0,-40108.0,-35328.0,-39291.0
3.03,Resultado Bruto,53126.0,60960.0,68892.0,70473.0,61157.0,57392.0,71886.0,67131.0,59371.0,68133.0,72877.0,59094.0,66193.0,85715.0,61772.0,71152.0,72646.0,74495.0,75071.0,85353.0,83377.0,54448.0,97904.0,70867.0,73109.0,68811.0,77109.0,1445935.0,52963.0,51241.0,57385.0,45916.0,49358.0,55743.0,61500.0,68165.0,66611.0,420118.0,44726.0,41816.0,43654.0,39045.0,47732.0
3.04,Despesas/Receitas Operacionais,-9054.0,-11234.0,-1918.0,-15686.0,-36484.0,-2308.0,-9546.0,-18000.0,-10143.0,-9239.0,-250561.0,-58348.0,-3002.0,-258.0,-37314.0,-31268.0,-8642.0,-30565.0,-5418.0,-8149.0,-11173.0,-23464.0,-18098.0,-9628.0,-12771.0,-7952.0,-1161.0,-8843.0,-5315.0,-17758.0,-9530.0,-31966.0,-12315.0,-17656.0,-13529.0,-18903.0,-14606.0,-284981.0,-17067.0,-55288.0,-762.0,-4935.0,-8266.0
3.04.02,Despesas Gerais e Administrativas,-8607.0,-8949.0,-7412.0,-8374.0,-4738.0,-8813.0,-20055.0,-7670.0,-10537.0,-12308.0,-13227.0,-12679.0,-7302.0,-10054.0,-14386.0,-11410.0,-4380.0,-9398.0,-10730.0,-20037.0,-7349.0,-8127.0,-9404.0,-11936.0,-4551.0,-10706.0,-4828.0,-21249.0,-4336.0,-10740.0,-13564.0,-22450.0,-11662.0,-10734.0,-10163.0,-15349.0,-10283.0,-23914.0,-10596.0,-20957.0,-10881.0,-9692.0,-8802.0
3.04.05,Outras Despesas Operacionais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.04.05.02,Depreciação e amortização,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,4949.0,10201.0,11441.0,9969.0,10174.0,9650.0,9893.0,13674.0,7970.0,4137.0,-15163.0,-653.0,-1427.0,984.0,217.0,-919.0,167.0,1682.0,2004.0,-1113.0,925.0,641.0,-1432.0,6164.0,-148.0,-413.0,1855.0,5700.0,-580.0,-210.0,247.0,-2274.0,-591.0,-1110.0,-2066.0,1235.0,-516.0,-1325.0,-1147.0,4933.0,-129.0,-11.0,-450.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,44072.0,72194.0,70810.0,72895.0,97641.0,59700.0,62340.0,68223.0,49228.0,58894.0,323438.0,39510.0,63191.0,85457.0,24458.0,39884.0,64004.0,43930.0,69653.0,93502.0,72204.0,30984.0,79806.0,61239.0,60338.0,60859.0,75948.0,1437092.0,47648.0,33483.0,47855.0,13950.0,37043.0,38087.0,47971.0,49262.0,52005.0,705099.0,27659.0,49874.0,42892.0,43980.0,39466.0
3.06,Resultado Financeiro,-39666.0,-40356.0,-43427.0,-52467.0,-77003.0,-52368.0,-59838.0,-53823.0,-52959.0,-57848.0,-68706.0,-32388.0,-33526.0,-39152.0,-22714.0,-31438.0,-32464.0,-32664.0,-33818.0,-29845.0,-27285.0,-13866.0,-19736.0,-23405.0,-23499.0,-26422.0,-34994.0,-53011.0,-43428.0,-47572.0,-28030.0,-30015.0,-40793.0,-30605.0,-30500.0,-27366.0,-30866.0,-25623.0,19946.0,19151.0,-8910.0,-19065.0,-3125.0
