Dividendos_Pagos,2008T2,2009T2,2010T2,2011T2,2012T2,2013T2,2014T2,2015T2,2016T2,2017T3,2018T4,2020T2,2020T4,2021T2,2021T4,2022T2,2024T3,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.0622,0.092,0.1717,0.2582,0.3268,0.8784,0.4273,0.2811,0.0464,2.8891,1.0028,0.0482,0.8844,0.0788,8.189,0.5241,2.8825,3.6687,0.4586,2.1619,0.4193
