Dividendos_Pagos,1996T2,1997T2,1998T2,1999T2,2000T2,2000T4,2002T2,2003T2,2004T2,2005T2,2006T2,2007T2,2008T2,2009T2,2009T3,2009T4,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T2,2012T3,2012T4,2013T2,2013T3,2013T4,2014T2,2014T3,2014T4,2015T2,2015T3,2015T4,2016T2,2017T4,2018T1,2018T2,2018T4,2019T1,2019T2,2020T2,2021T2,2022T2
Dividendos + JCP Pagos no Trimestre,0.62,0.8673,1.0698,1.1525,0.376,3.6363,1.0751,1.0503,0.9715,1.5779,1.0855,0.355,0.4369,0.5229,0.2588,0.1261,0.9144,0.1527,0.1527,0.8678,0.1718,0.1718,0.1718,0.9932,0.21,0.21,1.495,0.2482,0.2482,1.3916,0.2673,0.2673,1.7332,0.2864,0.2864,0.0288,0.6015,0.6759,0.5557,1.3822,1.4264,0.2721,0.582,2.1769,0.3545
