especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,99679851,99679851,99679851,99679851,99679851,99679851,99679851,99679851,99679851,268049496,268895673,269455303,270139069,270139069,490286447,ON
PN,160279858,162471110,164308498,165275363,165982314,166044341,166567636,166949888,167176430,0,0,0,0,0,0,PN
TOTAL,259959709,262150961,263988349,264955214,265662165,265724192,266247487,266629739,266856281,268049496,268895673,269455303,270139069,270139069,490286447,TOTAL
