Preço_Fechamento,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,12.44,14.62,13.73,20.55,14.58,10.15,9.3,5.17,5.28,3.81,3.75,5.52,3.65,5.7,5.47,3.52,3.12,2.16,2.71,2.63,2.27,2.32
