cd_conta,conta,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2.02.03,Tributos Diferidos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.02.04,Provisões,10560.000,12006.000,15976.000,28033.000,29402.000,29755.000,23572.000,24490.000,25056.000,24787.000,24282.000,24545.000,25129.000,25173.000,19742.000,20417.000,20604.000,20963.000,13743.000,14364.000,14635.000,13959.000,16462.000,15688.000
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.02.06,Lucros e Receitas a Apropriar,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03,Patrimônio Líquido Consolidado,145666.000,144128.000,148575.000,461850.000,479327.000,493376.000,512454.000,530972.000,541509.000,533741.000,525828.000,520369.000,536822.000,516535.000,512756.000,503826.000,533802.000,620719.000,566240.000,563969.000,545997.000,536003.000,489790.000,448152.000
2.03.01,Capital Social Realizado,139827.000,139827.000,139827.000,450563.000,450563.000,450563.000,450563.000,450563.000,450563.000,450563.000,450563.000,450563.000,450563.000,450563.000,450563.000,450563.000,450563.000,482160.000,482160.000,482160.000,482160.000,505967.000,505967.000,505967.000
2.03.02,Reservas de Capital,2480.000,2480.000,2480.000,-25086.000,-26375.000,-23938.000,-20846.000,-17879.000,-15548.000,-13052.000,-10469.000,-8288.000,4596.000,6666.000,8759.000,12081.000,13494.000,14891.000,16289.000,17369.000,17683.000,17718.000,17753.000,17788.000
2.03.03,Reservas de Reavaliação,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.04,Reservas de Lucros,3359.000,3359.000,3359.000,3359.000,55139.000,55139.000,55139.000,55139.000,106494.000,106494.000,100366.000,100366.000,81663.000,81663.000,81663.000,81663.000,69745.000,69745.000,69745.000,69745.000,46084.000,46084.000,46084.000,46084.000
2.03.05,Lucros/Prejuízos Acumulados,0.000,-1538.000,2909.000,33014.000,0.000,11612.000,27598.000,43149.000,0.000,-10264.000,-14632.000,-22272.000,0.000,-22357.000,-28229.000,-40481.000,0.000,53923.000,-2430.000,-6106.000,0.000,-33693.000,-79704.000,-121847.000
2.03.06,Ajustes de Avaliação Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.07,Ajustes Acumulados de Conversão,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.08,Outros Resultados Abrangentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,476.000,801.000,70.000,-73.000,-310.000,160.000
2.03.09,Participação dos Acionistas Não Controladores,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
