especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,163910000,163910000,138951000,461243600,461243596,491224430,554233455,596955970,596955970,596955970,596955970,596955970,620834207,645667575,671494278,ON
PN,0,0,24959000,163658200,163658204,174295987,196652815,282155299,282155299,282155299,282155299,282155299,293441497,305179157,317386323,PN
TOTAL,163910000,163910000,163910000,624901800,624901800,665520417,750886270,879111269,879111269,879111269,879111269,879111269,914275704,950846732,988880601,TOTAL
