Dividendos_Pagos,2014T2,2014T4,2015T2,2016T2,2017T2,2018T1,2018T2,2018T4,2019T2,2020T2,2021T2,2022T2,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,2.8,0.8,2.0,1.4,0.8541,0.35,0.55,0.3,0.75,1.15,1.4,2.05,2.6,0.2,0.2,1.65,0.3,0.4,0.75,0.35,1.05
