cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,83213.0,65934.0,66739.0,52408.0,46688.0,29332.0,31394.0,31072.0,31332.0,28672.0,26513.0,25849.0,22285.0,30390.0,37709.0,36169.0,33760.0,2836.0,-28500.0,24580.0,14294.0,6685.0,14688.0,18919.0,19081.0,19867.0,23801.0,30804.0,30114.0,25473.0,29278.0,25525.0,21392.0,19672.0,25193.0,20012.0,35005.0,33936.0,30690.0,23496.0,18419.0,13639.0,13380.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-76286.0,-61754.0,-78640.0,-61849.0,-55254.0,-42682.0,-36168.0,-34940.0,-37404.0,-29330.0,-27860.0,-23051.0,-20869.0,-26849.0,-31105.0,-28605.0,-28279.0,-1042.0,21726.0,-25061.0,-10398.0,-5854.0,-11876.0,-14008.0,-14259.0,-14644.0,-16497.0,-22910.0,-23360.0,-18657.0,-22788.0,-20338.0,-16172.0,-15490.0,-19022.0,-15408.0,-26977.0,-26928.0,-24198.0,-18645.0,-15571.0,-12416.0,-10694.0
3.03,Resultado Bruto,6927.0,4180.0,-11901.0,-9441.0,-8566.0,-13350.0,-4774.0,-3868.0,-6072.0,-658.0,-1347.0,2798.0,1416.0,3541.0,6604.0,7564.0,5481.0,1794.0,-6774.0,-481.0,3896.0,831.0,2812.0,4911.0,4822.0,5223.0,7304.0,7894.0,6754.0,6816.0,6490.0,5187.0,5220.0,4182.0,6171.0,4604.0,8028.0,7008.0,6492.0,4851.0,2848.0,1223.0,2686.0
3.04,Despesas/Receitas Operacionais,-26493.0,-108000.0,-132141.0,-2937.0,-24293.0,-31433.0,-21209.0,17469.0,2379.0,-5793.0,35799.0,-36809.0,-15101.0,-7410.0,-14623.0,-39151.0,-16368.0,2353.0,37158.0,-43832.0,-20870.0,-16378.0,-15144.0,45899.0,-28405.0,-17303.0,-10502.0,-18078.0,-11351.0,-15626.0,-16275.0,-41183.0,-10645.0,-14571.0,-15518.0,-9797.0,-7083.0,-19826.0,-10412.0,37461.0,-12365.0,-13722.0,-17531.0
3.04.02,Despesas Gerais e Administrativas,-14039.0,-14516.0,-14957.0,-10529.0,-12416.0,-10861.0,-9849.0,-10612.0,-8208.0,-8131.0,-7393.0,-8148.0,-7002.0,-7589.0,-6558.0,-9167.0,-7695.0,437.0,1965.0,-20628.0,-6754.0,-6368.0,-4886.0,-10954.0,-7469.0,-5647.0,-5823.0,-6849.0,-6395.0,-6146.0,-7851.0,-7124.0,-6452.0,-7051.0,-5506.0,-6781.0,-5862.0,-6195.0,-6372.0,-5566.0,-6832.0,-6340.0,-7444.0
3.04.05,Outras Despesas Operacionais,-10470.0,-90547.0,-125653.0,-30660.0,-14653.0,-19889.0,-436.0,-31401.0,-14741.0,-6057.0,-19613.0,-73456.0,-13020.0,1145.0,-12200.0,-44443.0,-20866.0,12932.0,-33353.0,-53640.0,-17578.0,-16466.0,-10909.0,-55711.0,-29774.0,-13925.0,-14479.0,-41382.0,-8459.0,-15065.0,-9717.0,-39304.0,-7926.0,-6319.0,-8676.0,-41215.0,-1854.0,-43711.0,-6425.0,-3526.0,-3171.0,-8190.0,-6547.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,-371.0,2581.0,19736.0,0.0,0.0,-9922.0,-765.0,-1493.0,-286.0,1337.0,6624.0,-376.0,-1842.0,-1181.0,-4870.0,-12.0,-13.0,104.0,2115.0,374.0,-696.0,-1239.0,-294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,-19566.0,-103820.0,-144042.0,-12378.0,-32859.0,-44783.0,-25983.0,13601.0,-3693.0,-6451.0,34452.0,-34011.0,-13685.0,-3869.0,-8019.0,-31587.0,-10887.0,4147.0,30384.0,-44313.0,-16974.0,-15547.0,-12332.0,50810.0,-23583.0,-12080.0,-3198.0,-10184.0,-4597.0,-8810.0,-9785.0,-35996.0,-5425.0,-10389.0,-9347.0,-5193.0,945.0,-12818.0,-3920.0,42312.0,-9517.0,-12499.0,-14845.0
3.06,Resultado Financeiro,-37232.0,-15262.0,-83714.0,455887.0,-4265.0,-449626.0,-26857.0,515578.0,-1124.0,-20501.0,-13763.0,6289.0,-7389.0,-40620.0,-17910.0,11607.0,-7671.0,2642.0,217.0,-4802.0,-43282.0,-14745.0,-10147.0,86370.0,-18312.0,10347.0,3802.0,11238.0,16049.0,-14022.0,-8313.0,-4011.0,-4729.0,-3078.0,-13423.0,104845.0,-9346.0,-12890.0,-6228.0,-40962.0,-630.0,122.0,19107.0
3.06.01,Receitas Financeiras,152682.0,174610.0,263060.0,453928.0,190826.0,193719.0,14234.0,584792.0,74598.0,47651.0,68381.0,97754.0,16359.0,30561.0,30469.0,68145.0,11777.0,-5607.0,22711.0,38056.0,43897.0,8110.0,21963.0,97831.0,17048.0,25714.0,29533.0,30317.0,35669.0,31297.0,11387.0,2188.0,13167.0,15169.0,9683.0,126385.0,1535.0,16814.0,7572.0,-2458.0,14183.0,12758.0,38913.0
3.06.02,Despesas Financeiras,-189914.0,-189872.0,-346774.0,1959.0,-195091.0,-643345.0,-41091.0,-69214.0,-75722.0,-68152.0,-82144.0,-91465.0,-23748.0,-71181.0,-48379.0,-56538.0,-19448.0,8249.0,-22494.0,-42858.0,-87179.0,-22855.0,-32110.0,-11461.0,-35360.0,-15367.0,-25731.0,-19079.0,-19620.0,-45319.0,-19700.0,-6199.0,-17896.0,-18247.0,-23106.0,-21540.0,-10881.0,-29704.0,-13800.0,-38504.0,-14813.0,-12636.0,-19806.0
3.07,Resultado Antes dos Tributos sobre o Lucro,-56798.0,-119082.0,-227756.0,443509.0,-37124.0,-494409.0,-52840.0,529179.0,-4817.0,-26952.0,20689.0,-27722.0,-21074.0,-44489.0,-25929.0,-19980.0,-18558.0,6789.0,30601.0,-49115.0,-60256.0,-30292.0,-22479.0,137180.0,-41895.0,-1733.0,604.0,1054.0,11452.0,-22832.0,-18098.0,-40007.0,-10154.0,-13467.0,-22770.0,99652.0,-8401.0,-25708.0,-10148.0,1350.0,-10147.0,-12377.0,4262.0
