Preço_Fechamento,2018T1,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,,7.05,7.86,5.42,3.82,5.05,3.89,1.32,2.4,2.66,2.02,2.36,1.9,1.56,1.02,1.18,1.04,1.01,1.36
