cd_conta,conta,2018T1,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,1651676.0,5456098.0,5340748.0,7585329.0,6679387.0,6342144.0,6371577.0,6892127.0,6877963.0,6565842.0,6515222.0,5823369.0,5458038.0,5229028.0,5169731.0,5137095.0,5308700.0,5278198.0,5346369.0,5284916.0
2.01,Passivo Circulante,744611.0,2660248.0,2532980.0,2799274.0,2047668.0,1580208.0,1513331.0,1650458.0,2203989.0,1690737.0,1589151.0,1281166.0,1217725.0,1193076.0,1281536.0,1331481.0,1582283.0,1680854.0,1770621.0,1849789.0
2.01.01,Obrigações Sociais e Trabalhistas,18169.0,38153.0,58274.0,61282.0,45696.0,50289.0,55359.0,66489.0,53004.0,63814.0,65533.0,70877.0,34796.0,38316.0,52566.0,54272.0,40489.0,43543.0,56458.0,63747.0
2.01.02,Fornecedores,508027.0,1941620.0,1588250.0,2071727.0,1161857.0,711350.0,691707.0,873131.0,811105.0,724154.0,676348.0,514320.0,576877.0,620232.0,703209.0,834451.0,1116083.0,984905.0,1039133.0,1207608.0
2.01.03,Obrigações Fiscais,100295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.04,Empréstimos e Financiamentos,18055.0,402573.0,488430.0,503960.0,615822.0,478954.0,393902.0,367625.0,1058301.0,605986.0,478313.0,427289.0,357645.0,310553.0,334507.0,322033.0,225820.0,448516.0,439649.0,342612.0
2.01.05,Outras Obrigações,100065.0,277902.0,398026.0,162305.0,224293.0,339615.0,372363.0,343213.0,281579.0,296783.0,368957.0,268680.0,248407.0,223975.0,191254.0,120725.0,199891.0,203890.0,235381.0,235822.0
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,91884.0,1065998.0,977318.0,875564.0,623041.0,582225.0,668002.0,982862.0,620400.0,1164144.0,1171591.0,999973.0,1023283.0,887389.0,794749.0,716061.0,834672.0,643913.0,604528.0,399121.0
2.02.01,Empréstimos e Financiamentos,37413.0,855121.0,746382.0,581124.0,381491.0,267474.0,263752.0,589719.0,151700.0,687132.0,621393.0,511096.0,462587.0,370369.0,374401.0,303053.0,421983.0,240658.0,217111.0,158567.0
2.02.02,Outras Obrigações,3028.0,67609.0,123482.0,175686.0,139247.0,214555.0,303735.0,289733.0,304567.0,309794.0,385469.0,385606.0,427048.0,488238.0,398714.0,397582.0,396870.0,388619.0,374273.0,173242.0
2.02.03,Tributos Diferidos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.04,Provisões,51443.0,143268.0,107454.0,118754.0,102303.0,100196.0,100515.0,103410.0,164133.0,167218.0,164729.0,103271.0,133648.0,28782.0,21634.0,15426.0,15819.0,14636.0,13144.0,67312.0
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.06,Lucros e Receitas a Apropriar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03,Patrimônio Líquido Consolidado,815181.0,1729852.0,1830450.0,3910491.0,4008678.0,4179711.0,4190244.0,4258807.0,4053574.0,3710961.0,3754480.0,3542230.0,3217030.0,3148563.0,3093446.0,3089553.0,2891745.0,2953431.0,2971220.0,3036006.0
2.03.01,Capital Social Realizado,0.0,757039.0,757039.0,1713378.0,1713377.0,1655086.0,1713377.0,1713377.0,1713377.0,1713377.0,1713377.0,1713377.0,1713377.0,1713377.0,1713377.0,1713377.0,1713377.0,1713377.0,1713377.0,1713377.0
2.03.02,Reservas de Capital,216075.0,12271.0,12271.0,898047.0,975378.0,975378.0,975378.0,917087.0,975378.0,975378.0,975378.0,975378.0,975378.0,975378.0,975378.0,975378.0,975378.0,975378.0,975378.0,975378.0
