Dividendos_Pagos,1996T2,1997T1,1997T4,1998T4,1999T4,2001T2,2005T4,2006T1,2006T3,2006T4,2007T2,2007T4,2008T1,2008T4,2009T2,2009T4,2010T2,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,1.702,2.62,3.0954,2.52,2.52,0.142,1.25,1.4542,0.8946,0.1563,0.2746,0.2852,0.6763,0.2996,0.0709,0.3667,0.8001,0.574,0.151,1.4686,0.1581,0.1602,0.1653,1.6024,0.1621,0.1643,0.1112,1.6054,0.1181,0.1195,0.1379,0.9775,0.1448,0.1463,0.1868,1.1243,0.2333,0.051,0.0636,0.2502,0.0698,0.0726,0.0748,0.1844,0.0704,0.0743,0.073,0.2085,0.0797,0.0896,0.0929,0.3318,0.0786,0.0773,0.0736,0.0904,0.0833,0.0763,0.0735,0.1373,0.1278,0.1289,0.1442,0.1642,0.1747,0.184,0.1823,0.1802,0.1797,0.1715,0.1503,0.1559,0.1688,0.1706,0.1878,0.4228,0.2278
