Dividendos_Pagos,1996T2,1997T2,1999T2,2002T1,2003T2,2004T2,2005T2,2006T2,2007T2,2007T4,2008T2,2009T4,2010T2,2010T4,2011T2,2011T3,2012T2,2012T3,2013T2,2013T4,2014T1,2014T4,2015T2,2015T4,2016T2,2016T4,2017T2,2017T4,2018T2,2018T4,2019T2,2019T3,2020T2,2020T3,2020T4,2021T2,2021T3,2021T4,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,1.46,0.9748,0.68,0.6,0.6854,1.8869,4.7457,5.161,4.8824,1.1039,0.3323,0.2746,1.3026,0.8917,0.1946,0.1655,0.2888,0.109,0.3785,0.2258,0.3437,0.3337,0.1463,0.3401,0.0901,0.16,0.1015,0.2034,0.2186,0.3768,0.2131,0.2936,0.1073,0.2061,0.2779,0.1628,0.1148,0.0783,0.165,0.1202,0.1281,0.1224,0.1955,0.121,0.1183,0.2548,0.2113,0.2503,0.1908,0.1401,0.153,0.0832,0.7563
