cd_conta,conta,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,4121336.000,4340223.000,5130344.000,5760520.000,8198711.000,8181505.000,8758602.000,9205963.000,9954991.000,10460070.000,11434974.000,12387779.000,13263938.000,13726170.000,14378139.000,15056338.000,16357296.000,16519334.000,17131008.000,17900655.000,18228167.000,20115820.000,20393545.000,23696093.000
1.01,Ativo Circulante,2780285.000,2885463.000,3534063.000,3998033.000,6066016.000,5820149.000,6109583.000,6206471.000,6272157.000,6429718.000,7083841.000,7886771.000,8800267.000,9021623.000,9077477.000,9306635.000,10370535.000,10004072.000,10429332.000,10933259.000,10861474.000,12583299.000,11817576.000,12388045.000
1.01.01,Caixa e Equivalentes de Caixa,398263.000,210992.000,944126.000,811985.000,2112385.000,1796587.000,1687023.000,959079.000,877255.000,618570.000,889893.000,694792.000,1795647.000,1671461.000,1355789.000,1116813.000,1289138.000,1341031.000,1240114.000,698687.000,1664167.000,1520551.000,1027777.000,1182893.000
1.01.02,Aplicações Financeiras,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.03,Contas a Receber,817536.000,1014081.000,964031.000,995203.000,1305458.000,1277834.000,1462542.000,1544314.000,1816264.000,1872825.000,2080076.000,2377348.000,2548256.000,2385043.000,2582667.000,2868599.000,3457628.000,3085517.000,3181457.000,3509695.000,3399130.000,3650849.000,3621480.000,3964078.000
1.01.04,Estoques,1497411.000,1569369.000,1587934.000,2092273.000,2617533.000,2637474.000,2826493.000,3492306.000,3498630.000,3803451.000,3994994.000,4666193.000,3985375.000,4436302.000,4693948.000,4939475.000,5087655.000,4957342.000,5294057.000,5963407.000,4939518.000,6414724.000,6121258.000,5730287.000
1.01.05,Ativos Biológicos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.06,Tributos a Recuperar,52579.000,79647.000,26293.000,89936.000,21882.000,96079.000,87231.000,92043.000,67338.000,105261.000,88476.000,106728.000,379672.000,388410.000,326169.000,249090.000,419631.000,459811.000,527238.000,527556.000,605142.000,684671.000,683545.000,1122231.000
1.01.07,Despesas Antecipadas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.08,Outros Ativos Circulantes,14496.000,11374.000,11679.000,8636.000,8758.000,12175.000,46294.000,118729.000,12670.000,29611.000,30402.000,41710.000,91317.000,140407.000,118904.000,132658.000,116483.000,160371.000,186466.000,233914.000,253517.000,312504.000,363516.000,388556.000
1.02,Ativo Não Circulante,1341051.000,1454760.000,1596281.000,1762487.000,2132695.000,2361356.000,2649019.000,2999492.000,3682834.000,4030352.000,4351133.000,4501008.000,4463671.000,4704547.000,5300662.000,5749703.000,5986761.000,6515262.000,6701676.000,6967396.000,7366693.000,7532521.000,8575969.000,11308048.000
1.02.01,Ativo Realizável a Longo Prazo,128466.000,138219.000,166367.000,107182.000,193747.000,105032.000,132704.000,158017.000,190889.000,171735.000,200120.000,222294.000,238136.000,256772.000,431715.000,438969.000,352357.000,414623.000,533606.000,617846.000,843948.000,541712.000,1018709.000,1494431.000
1.02.02,Investimentos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,150.000,0.000,0.000,0.000,0.000,20.000,0.000,1263.000,1258.000,19238.000,43168.000,43164.000,43144.000,43144.000,55844.000,53809.000,55844.000
1.02.03,Imobilizado,1212585.000,1316541.000,1429464.000,1654855.000,1938498.000,2253084.000,2513125.000,2838719.000,3489389.000,3856111.000,4148557.000,4276308.000,4221000.000,4435824.000,4841484.000,5278569.000,5581326.000,6018269.000,6081732.000,6259513.000,6418441.000,6871134.000,7433764.000,9028282.000
1.02.04,Intangível,0.000,0.000,450.000,450.000,450.000,3240.000,3190.000,2606.000,2556.000,2506.000,2456.000,2406.000,4515.000,11951.000,26200.000,30907.000,33840.000,39202.000,43174.000,46893.000,61160.000,63831.000,69687.000,729491.000
