Dividendos_Pagos,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.0436,0.0611,0.0454,0.0436,0.0601,0.067,0.0726,0.0496
