cd_conta,ds_conta,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,2005331.000,2034917.000,2214974.000,1780323.000,2406111.000,2707958.000,3637701.000,3645268.000,3362273.000,3724342.000,4349125.000,4441117.000,4578780.000,5201989.000,5923131.000,6064577.000,5867880.000,6429472.000,6934929.000,7541305.000,7382470.000,7638924.000,8337057.000,8726977.000,8331305.000,8779636.000,10763538.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-1503283.000,-1529402.000,-1633179.000,-1287283.000,-1821785.000,-1994816.000,-2800034.000,-2790993.000,-2560194.000,-2861692.000,-3311219.000,-3441310.000,-3556469.000,-4027988.000,-4608909.000,-4776069.000,-4627970.000,-5028067.000,-5410561.000,-5894060.000,-5732716.000,-5926460.000,-6443134.000,-6723045.000,-6414649.000,-6756571.000,-8470764.000
3.03,Resultado Bruto,502048.000,505515.000,581795.000,493040.000,584326.000,713142.000,837667.000,854275.000,802079.000,862650.000,1037906.000,999807.000,1022311.000,1174001.000,1314222.000,1288508.000,1239910.000,1401405.000,1524368.000,1647245.000,1649754.000,1712464.000,1893923.000,2003932.000,1916656.000,2023065.000,2292774.000
3.04,Despesas/Receitas Operacionais,-382401.000,-404344.000,-477373.000,-356856.000,-440761.000,-477730.000,-561667.000,-639567.000,-620579.000,-647570.000,-777781.000,-740345.000,-792501.000,-847946.000,-926030.000,-867281.000,-926919.000,-987825.000,-1110340.000,-1105233.000,-1244303.000,-1255061.000,-1304936.000,-1364959.000,-1372005.000,-1431240.000,-1621717.000
3.04.02,Despesas Gerais e Administrativas,-380517.000,-403251.000,-475118.000,-327411.000,-440501.000,-477746.000,-560733.000,-637643.000,-610097.000,-645362.000,-723325.000,-748224.000,-807033.000,-858248.000,-953504.000,-992448.000,-981450.000,-1058239.000,-1147111.000,-1203355.000,-1244724.000,-1236882.000,-1310428.000,-1369240.000,-1373306.000,-1428519.000,-1769134.000
3.04.05,Outras Despesas Operacionais,-1884.000,-1093.000,-2255.000,-10216.000,-260.000,0.000,-934.000,-1908.000,-10482.000,-2208.000,-54456.000,7879.000,14532.000,10302.000,27474.000,125167.000,54531.000,70414.000,36771.000,98122.000,421.000,-18179.000,5492.000,4281.000,1301.000,-2721.000,147417.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,119647.000,101171.000,104422.000,136184.000,143565.000,235412.000,276000.000,214708.000,181500.000,215080.000,260125.000,259462.000,229810.000,326055.000,388192.000,421227.000,312991.000,413580.000,414028.000,542012.000,405451.000,457403.000,588987.000,638973.000,544651.000,591825.000,671057.000
3.06,Resultado Financeiro,-15681.000,-38082.000,-28769.000,-29022.000,-35599.000,-46202.000,-39088.000,-24257.000,-24780.000,-24514.000,-46701.000,-32622.000,-29072.000,-58562.000,-90796.000,-98540.000,-72758.000,-104106.000,-100048.000,-128411.000,-132706.000,-126668.000,-149824.000,-162750.000,-181253.000,-209055.000,-218549.000
3.06.01,Receitas Financeiras,19276.000,26768.000,12746.000,12812.000,17300.000,18110.000,18504.000,29563.000,25690.000,31702.000,44510.000,39361.000,44146.000,35636.000,47128.000,56756.000,63202.000,62773.000,63855.000,52167.000,54596.000,71540.000,58966.000,82206.000,69356.000,58754.000,87088.000
3.06.02,Despesas Financeiras,-34957.000,-64850.000,-41515.000,-41834.000,-52899.000,-64312.000,-57592.000,-53820.000,-50470.000,-56216.000,-91211.000,-71983.000,-73218.000,-94198.000,-137924.000,-155296.000,-135960.000,-166879.000,-163903.000,-180578.000,-187302.000,-198208.000,-208790.000,-244956.000,-250609.000,-267809.000,-305637.000
3.07,Resultado Antes dos Tributos sobre o Lucro,103966.000,63089.000,75653.000,107162.000,107966.000,189210.000,236912.000,190451.000,156720.000,190566.000,213424.000,226840.000,200738.000,267493.000,297396.000,322687.000,240233.000,309474.000,313980.000,413601.000,272745.000,330735.000,439163.000,476223.000,363398.000,382770.000,452508.000
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,0.000,0.000,0.000,-12175.000,0.000,0.000,-1244.000,2974.000,0.000,0.000,0.000,-18759.000,-1524.000,-3374.000,-6525.000,-12096.000,-541.000,-16241.000,-383.000,-25485.000,-32368.000,-3391.000,-59993.000,-88220.000,-44829.000,-33571.000,394065.000
3.09,Resultado Líquido das Operações Continuadas,103966.000,63089.000,75653.000,94987.000,107966.000,189210.000,235668.000,193425.000,156720.000,190566.000,213424.000,208081.000,199214.000,264119.000,290871.000,310591.000,239692.000,293233.000,313597.000,388116.000,240377.000,327344.000,379170.000,388003.000,318569.000,349199.000,846573.000
3.10,Resultado Líquido de Operações Descontinuadas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
