Preço_Fechamento,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,,16.21,6.14,9.45,10.56,11.82,10.8,13.16,6.61,5.64,5.05,2.11,3.01,2.1,2.56,4.98,5.04,7.18,9.75,8.56,9.62,7.38,10.17,18.88,15.74,10.69
