cd_conta,conta,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,3478337.000,5432673.000,5572110.000,5547552.000,6037092.000,5798357.000,6498495.000,6778016.000,7309647.000,6797551.000,6963596.000,7613818.000,8672666.000,8256189.000,9006089.000,9014859.000,9629594.000,9037983.000,8713350.000,8752472.000,9417656.000,8886529.000,8612798.000,8776860.000,10053899.000,9280801.000,8869904.000,8917834.000
1.01,Ativo Circulante,2195569.000,1772454.000,1919154.000,2195084.000,2999575.000,2062197.000,2823204.000,3093026.000,3519978.000,2968632.000,2898253.000,3084103.000,3929398.000,3626438.000,4375226.000,4064337.000,4753223.000,4311183.000,4077592.000,4185969.000,4441842.000,3979625.000,3907709.000,4097212.000,4993393.000,4360438.000,4176956.000,4251549.000
1.01.01,Caixa e Equivalentes de Caixa,446006.000,134884.000,95310.000,188732.000,447109.000,279963.000,1259009.000,1321684.000,1509159.000,1038471.000,878959.000,969382.000,1050251.000,660373.000,1113575.000,1228216.000,1674091.000,1455994.000,960844.000,1119607.000,1155588.000,1017682.000,610129.000,949116.000,1403225.000,1192899.000,832715.000,907266.000
1.01.02,Aplicações Financeiras,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3978.000,4097.000,8464.000,8735.000,4393.000,4510.000,0.000,191587.000,184997.000,204970.000,199023.000,169310.000,327921.000,171162.000,273193.000
1.01.03,Contas a Receber,1142836.000,755231.000,935816.000,831689.000,1151484.000,690905.000,374462.000,680848.000,1063844.000,576895.000,849904.000,873108.000,1145336.000,986769.000,1258395.000,1107378.000,1278206.000,846019.000,1091199.000,1009410.000,1778421.000,1264381.000,1482585.000,1341294.000,1862821.000,1202124.000,1444655.000,1271370.000
1.01.04,Estoques,490614.000,605202.000,605680.000,586917.000,544717.000,784236.000,810283.000,762170.000,641020.000,939016.000,862404.000,882753.000,849269.000,979770.000,960941.000,974956.000,852033.000,1001937.000,963922.000,998035.000,875155.000,1049989.000,1088716.000,1160576.000,1032231.000,1180869.000,1159940.000,1172464.000
1.01.05,Ativos Biológicos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.06,Tributos a Recuperar,42847.000,246461.000,251410.000,542582.000,833649.000,233524.000,338007.000,290037.000,282660.000,364982.000,274258.000,314881.000,849155.000,936586.000,959941.000,692907.000,899433.000,955978.000,989740.000,992578.000,388451.000,413105.000,445630.000,393201.000,470354.000,411030.000,487000.000,553344.000
1.01.07,Despesas Antecipadas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.08,Outros Ativos Circulantes,73266.000,30676.000,30938.000,45164.000,22616.000,73569.000,41443.000,38287.000,23295.000,49268.000,32728.000,43979.000,35387.000,58962.000,78277.000,52416.000,40725.000,46862.000,67377.000,66339.000,52640.000,49471.000,75679.000,54002.000,55452.000,45595.000,81484.000,73912.000
1.02,Ativo Não Circulante,1282768.000,3660219.000,3652956.000,3352468.000,3037517.000,3736160.000,3675291.000,3684990.000,3789669.000,3828919.000,4065343.000,4529715.000,4743268.000,4629751.000,4630863.000,4950522.000,4876371.000,4726800.000,4635758.000,4566503.000,4975814.000,4906904.000,4705089.000,4679648.000,5060506.000,4920363.000,4692948.000,4666285.000
1.02.01,Ativo Realizável a Longo Prazo,448943.000,1126249.000,1139492.000,870965.000,624950.000,1257743.000,1244261.000,1306186.000,1313046.000,1371381.000,1519372.000,1815944.000,1291014.000,1266451.000,1195733.000,1500841.000,1424314.000,1372251.000,1316221.000,1280787.000,1784704.000,1841841.000,1723813.000,1730090.000,1814076.000,1755304.000,1544415.000,1445124.000
1.02.02,Investimentos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.02.03,Imobilizado,636927.000,2322751.000,2306004.000,2284582.000,2225227.000,2265646.000,2213792.000,2158535.000,2181663.000,2142004.000,2181662.000,2311088.000,2476559.000,2397442.000,2450427.000,2449745.000,2430992.000,2343358.000,2324001.000,2308381.000,2226346.000,2125240.000,2060804.000,2048146.000,2353623.000,2301452.000,2294884.000,2383723.000
1.02.04,Intangível,196898.000,211219.000,207460.000,196921.000,187340.000,212771.000,217238.000,220269.000,294960.000,315534.000,364309.000,402683.000,975695.000,965858.000,984703.000,999936.000,1021065.000,1011191.000,995536.000,977335.000,964764.000,939823.000,920472.000,901412.000,892807.000,863607.000,853649.000,837438.000
