Dividendos_Pagos,2020T4,2021T2,2021T4,2022T2,2022T4,2023T2,2024T2,2024T4
Dividendos + JCP Pagos no Trimestre,0.0331,0.0193,0.023,0.0159,0.0108,0.017,0.0028,0.2883
