Ticker,Preço_Fechamento,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
PETZ3,Preço de Fechamento Ajustado,13.28,17.77,18.42,23.98,21.85,15.31,17.45,9.29,9.52,5.87,5.81,6.18,4.44,3.71,4.09,3.41,4.44,4.07,4.07,3.91,3.79,4.39
