Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2026T1
Preço de Fechamento Ajustado,1.0,1.15,1.1,1.25,1.0,0.85,1.14,0.98,1.05,0.98,0.8,0.73,0.7,0.95,2.0,1.39,3.24,1.99,2.12,1.95,1.62,1.74,1.33,2.78,9.64,15.19,8.7,7.6,6.55,2.7,7.5,6.05,5.35,5.1,5.04,4.25,3.33,2.01,1.95,1.42,1.47,2.26,1.1
