cd_conta,conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2
2,Passivo Total,2666405.0,2717823.0,2528745.0,2285555.0,2272898.0,2320852.0,2290041.0,1949395.0,1951880.0,1926012.0,1916968.0,1808994.0,1798982.0,1801998.0,1792176.0,1473029.0,1472000.0,1453392.0,1429638.0,1408179.0,1402023.0,1397780.0,1387075.0,1629781.0,1478070.0,1451420.0,1486228.0,1506981.0,1496940.0,1361022.0,1326485.0,1320033.0,1318070.0,1290957.0,1243630.0,1166605.0,1155029.0,1099607.0,1024515.0,932845.0,920668.0,440271.0
2.01,Passivo Circulante,3107492.0,2694789.0,2661327.0,1612342.0,1666096.0,1761260.0,1908381.0,1947230.0,1995622.0,2019679.0,2062158.0,2074407.0,2110016.0,2153902.0,2147127.0,1834813.0,1870281.0,1941969.0,1991236.0,2165502.0,2209510.0,2249196.0,2303960.0,2495858.0,2354551.0,2316816.0,2348893.0,1029155.0,1072574.0,1014169.0,1068691.0,1213641.0,1290461.0,1376418.0,1400812.0,1076186.0,1109018.0,1125397.0,1197791.0,1255766.0,1285376.0,1184930.0
2.01.01,Obrigações Sociais e Trabalhistas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.02,Fornecedores,212285.0,214700.0,206930.0,99070.0,105747.0,103449.0,106386.0,100726.0,103093.0,105552.0,113023.0,113547.0,114794.0,115875.0,107333.0,101243.0,106146.0,108295.0,108163.0,115644.0,118391.0,119473.0,120033.0,91369.0,81781.0,78832.0,71617.0,71325.0,68568.0,63353.0,62740.0,64619.0,64390.0,65750.0,64322.0,65079.0,66850.0,67251.0,64866.0,60231.0,55081.0,80751.0
2.01.03,Obrigações Fiscais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176161.0,200910.0,229912.0,257785.0,291740.0,334979.0,386192.0,437168.0,132909.0,135141.0,136661.0,135238.0,159932.0,153702.0,152881.0
2.01.04,Empréstimos e Financiamentos,1713434.0,1224517.0,1212307.0,313166.0,321772.0,326951.0,336025.0,308413.0,317498.0,328964.0,337247.0,365647.0,331153.0,351612.0,337952.0,310665.0,321209.0,333044.0,339046.0,361840.0,379288.0,393780.0,449439.0,419510.0,391981.0,360878.0,385397.0,369695.0,384991.0,305401.0,309861.0,405611.0,409311.0,445098.0,431087.0,400946.0,415099.0,415712.0,433303.0,443353.0,456977.0,441769.0
2.01.05,Outras Obrigações,834121.0,908180.0,897494.0,852313.0,890651.0,990470.0,1126842.0,1199791.0,1238101.0,1268646.0,1294906.0,1279487.0,1349611.0,1371176.0,1402892.0,1307304.0,1327325.0,1385029.0,1428426.0,1572443.0,1596256.0,1620368.0,1618913.0,1858682.0,1868887.0,1712099.0,1891879.0,411974.0,418105.0,415503.0,438305.0,451671.0,481781.0,479378.0,468235.0,477252.0,491928.0,505773.0,564384.0,592250.0,619616.0,509529.0
2.01.06,Provisões,347652.0,347392.0,344596.0,347793.0,347926.0,340390.0,339128.0,338300.0,336930.0,316517.0,316982.0,315726.0,314458.0,315239.0,298950.0,115601.0,115601.0,115601.0,115601.0,115575.0,115575.0,115575.0,115575.0,126297.0,11902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,700724.0,1075131.0,1276177.0,1022661.0,1020370.0,1022337.0,978222.0,969628.0,966764.0,965290.0,970017.0,1018437.0,1027947.0,1037633.0,1027479.0,1225694.0,1221614.0,1194395.0,1142321.0,1258675.0,1262701.0,1256924.0,1254055.0,1708043.0,1706897.0,1698517.0,1699171.0,1738497.0,1738542.0,1728458.0,1701839.0,1727045.0,1717778.0,1691221.0,1648975.0,1215066.0,1228771.0,1254919.0,1203887.0,1125609.0,1133639.0,1046384.0
2.02.01,Empréstimos e Financiamentos,6657.0,506366.0,516178.0,272179.0,271984.0,271603.0,273263.0,277175.0,277986.0,278115.0,281477.0,284886.0,285463.0,289113.0,284213.0,307444.0,308172.0,305691.0,300809.0,296210.0,299177.0,295787.0,286901.0,457963.0,464572.0,464514.0,468743.0,476923.0,483960.0,485813.0,487089.0,470992.0,467332.0,469645.0,471756.0,475146.0,479426.0,483532.0,480036.0,484159.0,481946.0,483019.0
2.02.02,Outras Obrigações,318907.0,333845.0,528615.0,509028.0,508036.0,511271.0,467526.0,438179.0,436199.0,433038.0,437210.0,435805.0,445299.0,451896.0,447202.0,424614.0,420270.0,452042.0,429728.0,337694.0,336229.0,334083.0,342712.0,319286.0,311424.0,295737.0,286175.0,1044439.0,1029858.0,1017704.0,990323.0,980253.0,974824.0,950085.0,922613.0,465742.0,475346.0,494994.0,451517.0,429728.0,433449.0,369507.0
2.02.03,Tributos Diferidos,114266.0,115445.0,113745.0,115273.0,114614.0,113733.0,111709.0,111382.0,109687.0,108942.0,108438.0,107615.0,107054.0,106493.0,105933.0,105563.0,105099.0,104688.0,104272.0,103795.0,102840.0,102506.0,98713.0,55685.0,55245.0,92573.0,98989.0,96359.0,103656.0,103323.0,102985.0,100532.0,100193.0,95970.0,78970.0,79081.0,78900.0,81114.0,81797.0,0.0,0.0,0.0
2.02.04,Provisões,260894.0,119475.0,117639.0,126181.0,125736.0,125730.0,125724.0,142892.0,142892.0,145195.0,142892.0,190131.0,190131.0,190131.0,190131.0,388073.0,388073.0,331974.0,307512.0,520976.0,524455.0,524548.0,525729.0,875109.0,875656.0,845693.0,845264.0,120776.0,121068.0,121618.0,121442.0,175268.0,175429.0,175521.0,175636.0,195097.0,195099.0,195279.0,190537.0,211722.0,218244.0,193858.0
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.06,Lucros e Receitas a Apropriar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03,Patrimônio Líquido Consolidado,-1141811.0,-1052097.0,-1408759.0,-349448.0,-413568.0,-462745.0,-596562.0,-967463.0,-1010506.0,-1058957.0,-1115207.0,-1283850.0,-1338981.0,-1389537.0,-1382430.0,-1587478.0,-1619895.0,-1682972.0,-1703919.0,-2015998.0,-2070188.0,-2108340.0,-2170940.0,-2574120.0,-2583378.0,-2563913.0,-2561836.0,-1260671.0,-1314176.0,-1381605.0,-1444045.0,-1620653.0,-1690169.0,-1776682.0,-1806157.0,-1124647.0,-1182760.0,-1280709.0,-1377163.0,-1448530.0,-1498347.0,-1791043.0
2.03.01,Capital Social Realizado,389932.0,388728.0,387005.0,393103.0,391955.0,390823.0,389716.0,376891.0,376302.0,375499.0,374585.0,372031.0,370748.0,369762.0,368731.0,366403.0,366406.0,365394.0,370159.0,360035.0,358914.0,360953.0,373986.0,430079.0,433607.0,432908.0,431164.0,453371.0,478618.0,490620.0,502272.0,498585.0,498954.0,496922.0,528149.0,547626.0,545819.0,546243.0,545664.0,544605.0,543906.0,541072.0
2.03.02,Reservas de Capital,-1078.0,-3073.0,-3073.0,152199.0,152199.0,152199.0,152199.0,152199.0,152199.0,152199.0,152199.0,152199.0,152199.0,152199.0,152199.0,152199.0,152199.0,152199.0,177219.0,177219.0,177219.0,177219.0,177219.0,177219.0,177219.0,177219.0,177219.0,177219.0,177219.0,177219.0,177219.0,177219.0,177219.0,177219.0,177219.0,177219.0,177219.0,181344.0,181344.0,181344.0,181344.0,181344.0
2.03.03,Reservas de Reavaliação,52986.0,52164.0,51864.0,35669.0,35369.0,35069.0,34769.0,34469.0,34170.0,33870.0,33569.0,33270.0,32982.0,32695.0,32407.0,32120.0,31887.0,31653.0,31421.0,31188.0,30955.0,30722.0,25885.0,25571.0,25257.0,24943.0,24629.0,24422.0,24100.0,23774.0,23450.0,23126.0,22802.0,22802.0,22017.0,28979.0,28979.0,25438.0,25050.0,24663.0,24275.0,23887.0
2.03.04,Reservas de Lucros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.05,Lucros/Prejuízos Acumulados,-1664501.0,-1569566.0,-1923077.0,-2200933.0,-2261024.0,-2304460.0,-2436089.0,-2814483.0,-2855326.0,-2902419.0,-2955946.0,-3121986.0,-3175007.0,-3227122.0,-3218995.0,-3417725.0,-3449012.0,-3503891.0,-3571720.0,-3861734.0,-3918143.0,-3956609.0,-3971424.0,-4391847.0,-4404805.0,-4378610.0,-4374257.0,-3098093.0,-3150027.0,-3216530.0,-3277427.0,-3445620.0,-3513659.0,-3585450.0,-3623420.0,-2952300.0,-3008099.0,-3101382.0,-3196647.0,-3266305.0,-3316604.0,-3611691.0
2.03.06,Ajustes de Avaliação Patrimonial,80850.0,79650.0,78522.0,804873.0,802292.0,797983.0,797202.0,797503.0,796191.0,795936.0,794428.0,794678.0,794139.0,796971.0,797270.0,787917.0,787553.0,780600.0,843436.0,842396.0,845969.0,847102.0,844271.0,834007.0,834965.0,832206.0,846661.0,846666.0,846466.0,846079.0,845849.0,845620.0,845434.0,833407.0,820718.0,820324.0,819818.0,819330.0,819108.0,818845.0,820414.0,820269.0
2.03.07,Ajustes Acumulados de Conversão,0.0,0.0,0.0,465641.0,465641.0,465641.0,465641.0,485958.0,485958.0,485958.0,485958.0,485958.0,485958.0,485958.0,485958.0,491608.0,491072.0,491073.0,445566.0,434898.0,434898.0,432273.0,379123.0,350851.0,350379.0,347421.0,332748.0,335744.0,309448.0,297233.0,284592.0,280417.0,279081.0,278418.0,269160.0,253505.0,253504.0,248318.0,248318.0,248318.0,248318.0,254076.0
2.03.08,Outros Resultados Abrangentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.09,Participação dos Acionistas Não Controladores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
