Dividendos_Pagos,1996T1,1996T3,1997T1,1997T3,1998T1,1998T3,1999T1,1999T3,2000T1,2000T3,2001T2,2001T3,2003T3,2004T1,2004T3,2005T1,2006T1,2006T3,2007T1,2007T3,2008T1,2008T3,2009T1,2009T3,2010T1,2010T3,2010T4,2011T2,2011T3,2012T1,2012T3,2013T1,2013T3,2014T1,2014T3,2015T1,2015T3,2016T1,2016T3,2017T1,2017T3,2018T1,2018T3,2019T2,2019T3,2020T1,2021T1,2021T4,2022T1,2022T3,2023T1,2023T3,2024T1,2024T3,2025T1,2025T3
Dividendos + JCP Pagos no Trimestre,1.38,1.0,0.38,0.4458,0.4367,0.3302,0.2889,0.2041,0.3168,0.1989,0.2086,0.07,0.0145,0.0335,0.0338,0.0896,0.0706,0.0313,0.1911,0.0979,0.1701,2.483,2.5665,0.7943,4.8347,1.3423,1.1558,2.2863,3.6073,0.167,2.8453,1.5207,4.0746,0.5672,1.2569,5.0283,0.6155,0.2142,0.6253,1.4191,0.8016,1.1074,0.6198,1.5553,2.1344,2.7213,2.8196,1.963,2.548,1.9346,3.6669,2.5344,3.2418,2.8139,3.2521,2.7832
