Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
ETER3,Preço de Fechamento Ajustado,10.56,11.3,12.8,16.69,15.87,13.93,11.94,13.57,14.29,17.34,15.75,13.42,14.9,16.23,16.6,15.57,15.11,15.72,14.92,12.8,12.0,11.71,7.35,9.2,7.31,6.65,6.73,5.81,5.77,4.93,5.02,4.05,3.74,2.33,2.2,2.05,1.52,1.73,2.13,3.13,1.88,2.81,4.66,9.93,15.74,20.75,12.72,17.84,14.15,8.11,11.41,9.82,8.6,10.26,7.47,8.12,7.07,5.77,5.51,5.04,4.93,4.0,4.48,4.01
