Dividendos_Pagos,1996T1,1997T1,1998T1,1998T4,1999T3,1999T4,2000T1,2000T2,2000T3,2000T4,2001T2,2001T3,2001T4,2002T2,2002T3,2002T4,2003T1,2003T2,2003T3,2004T1,2004T2,2004T3,2004T4,2005T1,2005T2,2005T3,2005T4,2006T2,2006T3,2006T4,2007T1,2007T2,2007T3,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2021T4,2022T1,2022T3,2022T4,2023T2,2023T4,2024T1,2024T3,2024T4,2025T1
Dividendos + JCP Pagos no Trimestre,14.4,28.0,60.0,136.3,58.44,58.26,140.0,143.5,105.9,92.64,44.8,24.98,28.7,21.56,25.26,60.72,41.62,38.04,15.0,19.24,18.0,2.0,3.0,6.8,2.4,0.42,0.8,0.44,0.36,0.29,0.51,0.14,0.077,0.188,0.21,0.233,0.181,0.263,0.2,0.2,0.11,0.254,0.159,0.2,0.2,0.263,0.237,0.17,0.2,0.296,0.134,0.2,0.2,0.264,0.136,0.2,0.2,0.261,0.139,0.2,0.2,0.133,0.067,0.1,0.05,0.088,0.2415,0.3937,0.2979,0.3112,0.078,0.258,0.1632,0.0368,0.052,0.0368
